-27	64	0	0	0
-25	64	73	0	0
-24	64	75	0	0
-23	64	82	0	0
-22	64	93	0	0
-21	64	105	0	0
-20	64	117	0	0
-19	64	130	0	0
-18	64	138	0	0
-17	64	146	0	0
-16	64	148	0	0
-15	64	147	0	0
-14	64	144	0	0
-13	64	140	0	0
-12	64	137	0	0
-11	64	137	0	0
-10	64	138	0	0
-9	64	138	0	0
-8	64	140	0	0
-7	64	140	0	0
-6	64	140	0	0
-5	64	140	0	0
-4	64	140	0	0
-3	64	140	0	0
-2	64	140	0	0
-1	64	140	0	0
0	64	140	0	0
1	64	140	0	0
2	64	140	0	0
3	64	140	0	0
4	64	140	0	0
5	64	140	0	0
6	64	140	0	0
7	64	140	0	0
8	64	140	0	0
9	64	140	0	0
10	64	140	0	0
11	64	140	0	0
12	64	140	0	0
13	64	140	0	0
14	64	140	0	0
15	64	140	0	0
16	64	140	0	0
17	64	140	0	0
18	64	140	0	0
19	64	140	0	0
20	64	140	0	0
21	64	140	0	0
22	64	140	0	0
23	64	140	0	0
24	64	140	0	0
25	64	140	0	0
26	64	140	0	0
27	64	140	0	0
28	64	140	0	0
29	64	140	0	0
30	64	140	0	0
31	64	140	0	0
32	64	140	0	0
33	64	140	0	0
34	64	138	0	0
35	64	145	0	0
36	64	85	0	0
-27	63	0	0	0
-25	63	129	0	0
-24	63	130	0	0
-23	63	130	0	0
-22	63	130	0	0
-21	63	134	0	0
-20	63	139	0	0
-19	63	147	0	0
-18	63	159	0	0
-17	63	175	0	0
-16	63	194	0	0
-15	63	214	0	0
-14	63	232	0	0
-13	63	240	0	0
-12	63	243	0	0
-11	63	243	0	0
-10	63	242	0	0
-9	63	241	0	0
-8	63	240	0	0
-7	63	240	0	0
-6	63	241	0	0
-5	63	241	0	0
-4	63	241	0	0
-3	63	241	0	0
-2	63	241	0	0
-1	63	241	0	0
0	63	241	0	0
1	63	241	0	0
2	63	241	0	0
3	63	241	0	0
4	63	241	0	0
5	63	241	0	0
6	63	241	0	0
7	63	241	0	0
8	63	241	0	0
9	63	241	0	0
10	63	241	0	0
11	63	241	0	0
12	63	241	0	0
13	63	241	0	0
14	63	241	0	0
15	63	241	0	0
16	63	241	0	0
17	63	241	0	0
18	63	241	0	0
19	63	241	0	0
20	63	241	0	0
21	63	241	0	0
22	63	241	0	0
23	63	241	0	0
24	63	241	0	0
25	63	241	0	0
26	63	241	0	0
27	63	241	0	0
28	63	241	0	0
29	63	241	0	0
30	63	241	0	0
31	63	241	0	0
32	63	241	0	0
33	63	241	0	0
34	63	239	0	0
35	63	251	0	0
36	63	147	0	0
-27	62	0	0	0
-25	62	121	0	0
-24	62	121	0	0
-23	62	121	0	0
-22	62	121	0	0
-21	62	121	0	0
-20	62	121	0	0
-19	62	121	0	0
-18	62	119	0	0
-17	62	118	0	0
-16	62	118	0	0
-15	62	119	0	0
-14	62	124	0	0
-13	62	141	0	0
-12	62	164	0	0
-11	62	192	0	0
-10	62	217	0	0
-9	62	230	0	0
-8	62	233	0	0
-7	62	232	0	0
-6	62	230	0	0
-5	62	228	0	0
-4	62	229	0	0
-3	62	229	0	0
-2	62	230	0	0
-1	62	230	0	0
0	62	229	0	0
1	62	230	0	0
2	62	230	0	0
3	62	230	0	0
4	62	230	0	0
5	62	230	0	0
6	62	230	0	0
7	62	230	0	0
8	62	230	0	0
9	62	230	0	0
10	62	230	0	0
11	62	230	0	0
12	62	230	0	0
13	62	230	0	0
14	62	230	0	0
15	62	230	0	0
16	62	230	0	0
17	62	230	0	0
18	62	230	0	0
19	62	230	0	0
20	62	230	0	0
21	62	230	0	0
22	62	230	0	0
23	62	230	0	0
24	62	230	0	0
25	62	230	0	0
26	62	230	0	0
27	62	230	0	0
28	62	230	0	0
29	62	230	0	0
30	62	230	0	0
31	62	230	0	0
32	62	229	0	0
33	62	230	0	0
34	62	228	0	0
35	62	239	0	0
36	62	139	0	0
-27	61	0	0	0
-25	61	122	0	0
-24	61	123	0	0
-23	61	123	0	0
-22	61	123	0	0
-21	61	123	0	0
-20	61	123	0	0
-19	61	123	0	0
-18	61	124	0	0
-17	61	124	0	0
-16	61	124	0	0
-15	61	123	0	0
-14	61	123	0	0
-13	61	121	0	0
-12	61	120	0	0
-11	61	120	0	0
-10	61	128	0	0
-9	61	151	0	0
-8	61	181	0	0
-7	61	213	0	0
-6	61	232	0	0
-5	61	234	0	0
-4	61	233	0	0
-3	61	231	0	0
-2	61	231	0	0
-1	61	231	0	0
0	61	232	0	0
1	61	232	0	0
2	61	232	0	0
3	61	232	0	0
4	61	232	0	0
5	61	232	0	0
6	61	232	0	0
7	61	232	0	0
8	61	232	0	0
9	61	232	0	0
10	61	232	0	0
11	61	232	0	0
12	61	232	0	0
13	61	232	0	0
14	61	232	0	0
15	61	232	0	0
16	61	232	0	0
17	61	232	0	0
18	61	232	0	0
19	61	232	0	0
20	61	232	0	0
21	61	232	0	0
22	61	232	0	0
23	61	232	0	0
24	61	232	0	0
25	61	232	0	0
26	61	232	0	0
27	61	232	0	0
28	61	232	0	0
29	61	232	0	0
30	61	232	0	0
31	61	232	0	0
32	61	232	0	0
33	61	232	0	0
34	61	230	0	0
35	61	241	0	0
36	61	142	0	0
-27	60	0	0	0
-25	60	122	0	0
-24	60	122	0	0
-23	60	122	0	0
-22	60	122	0	0
-21	60	122	0	0
-20	60	122	0	0
-19	60	122	0	0
-18	60	122	0	0
-17	60	122	0	0
-16	60	122	0	0
-15	60	122	0	0
-14	60	123	0	0
-13	60	123	0	0
-12	60	123	0	0
-11	60	123	0	0
-10	60	122	0	0
-9	60	121	0	0
-8	60	120	0	0
-7	60	125	0	0
-6	60	147	0	0
-5	60	183	0	0
-4	60	217	0	0
-3	60	233	0	0
-2	60	234	0	0
-1	60	232	0	0
0	60	230	0	0
1	60	231	0	0
2	60	231	0	0
3	60	231	0	0
4	60	231	0	0
5	60	231	0	0
6	60	231	0	0
7	60	231	0	0
8	60	231	0	0
9	60	231	0	0
10	60	231	0	0
11	60	231	0	0
12	60	231	0	0
13	60	232	0	0
14	60	232	0	0
15	60	231	0	0
16	60	231	0	0
17	60	231	0	0
18	60	231	0	0
19	60	231	0	0
20	60	231	0	0
21	60	231	0	0
22	60	231	0	0
23	60	231	0	0
24	60	231	0	0
25	60	231	0	0
26	60	231	0	0
27	60	231	0	0
28	60	231	0	0
29	60	231	0	0
30	60	231	0	0
31	60	231	0	0
32	60	231	0	0
33	60	232	0	0
34	60	230	0	0
35	60	241	0	0
36	60	141	0	0
-27	59	0	0	0
-25	59	122	0	0
-24	59	122	0	0
-23	59	122	0	0
-22	59	122	0	0
-21	59	122	0	0
-20	59	122	0	0
-19	59	122	0	0
-18	59	122	0	0
-17	59	122	0	0
-16	59	122	0	0
-15	59	122	0	0
-14	59	122	0	0
-13	59	122	0	0
-12	59	122	0	0
-11	59	122	0	0
-10	59	123	0	0
-9	59	123	0	0
-8	59	123	0	0
-7	59	123	0	0
-6	59	121	0	0
-5	59	120	0	0
-4	59	126	0	0
-3	59	158	0	0
-2	59	200	0	0
-1	59	231	0	0
0	59	234	0	0
1	59	233	0	0
2	59	230	0	0
3	59	231	0	0
4	59	232	0	0
5	59	232	0	0
6	59	231	0	0
7	59	231	0	0
8	59	231	0	0
9	59	231	0	0
10	59	231	0	0
11	59	232	0	0
12	59	231	0	0
13	59	230	0	0
14	59	230	0	0
15	59	231	0	0
16	59	232	0	0
17	59	231	0	0
18	59	231	0	0
19	59	231	0	0
20	59	231	0	0
21	59	231	0	0
22	59	231	0	0
23	59	231	0	0
24	59	231	0	0
25	59	231	0	0
26	59	231	0	0
27	59	231	0	0
28	59	231	0	0
29	59	231	0	0
30	59	231	0	0
31	59	231	0	0
32	59	231	0	0
33	59	232	0	0
34	59	230	0	0
35	59	241	0	0
36	59	141	0	0
-27	58	0	0	0
-25	58	122	0	0
-24	58	122	0	0
-23	58	122	0	0
-22	58	122	0	0
-21	58	122	0	0
-20	58	123	0	0
-19	58	122	0	0
-18	58	121	0	0
-17	58	123	0	0
-16	58	125	0	0
-15	58	126	0	0
-14	58	125	0	0
-13	58	123	0	0
-12	58	121	0	0
-11	58	122	0	0
-10	58	123	0	0
-9	58	122	0	0
-8	58	122	0	0
-7	58	122	0	0
-6	58	122	0	0
-5	58	124	0	0
-4	58	123	0	0
-3	58	121	0	0
-2	58	121	0	0
-1	58	143	0	0
0	58	188	0	0
1	58	227	0	0
2	58	234	0	0
3	58	233	0	0
4	58	230	0	0
5	58	230	0	0
6	58	232	0	0
7	58	231	0	0
8	58	231	0	0
9	58	232	0	0
10	58	231	0	0
11	58	229	0	0
12	58	234	0	0
13	58	237	0	0
14	58	236	0	0
15	58	231	0	0
16	58	229	0	0
17	58	232	0	0
18	58	231	0	0
19	58	231	0	0
20	58	231	0	0
21	58	231	0	0
22	58	231	0	0
23	58	231	0	0
24	58	231	0	0
25	58	231	0	0
26	58	231	0	0
27	58	231	0	0
28	58	231	0	0
29	58	231	0	0
30	58	231	0	0
31	58	231	0	0
32	58	231	0	0
33	58	232	0	0
34	58	230	0	0
35	58	241	0	0
36	58	141	0	0
-27	57	0	0	0
-25	57	122	0	0
-24	57	122	0	0
-23	57	122	0	0
-22	57	122	0	0
-21	57	123	0	0
-20	57	121	0	0
-19	57	125	0	0
-18	57	130	0	0
-17	57	129	0	0
-16	57	124	0	0
-15	57	122	0	0
-14	57	123	0	0
-13	57	128	0	0
-12	57	135	0	0
-11	57	127	0	0
-10	57	122	0	0
-9	57	123	0	0
-8	57	122	0	0
-7	57	131	0	0
-6	57	124	0	0
-5	57	122	0	0
-4	57	123	0	0
-3	57	123	0	0
-2	57	123	0	0
-1	57	121	0	0
0	57	119	0	0
1	57	135	0	0
2	57	181	0	0
3	57	226	0	0
4	57	234	0	0
5	57	235	0	0
6	57	230	0	0
7	57	231	0	0
8	57	232	0	0
9	57	230	0	0
10	57	233	0	0
11	57	241	0	0
12	57	222	0	0
13	57	200	0	0
14	57	207	0	0
15	57	237	0	0
16	57	237	0	0
17	57	231	0	0
18	57	232	0	0
19	57	231	0	0
20	57	231	0	0
21	57	231	0	0
22	57	231	0	0
23	57	231	0	0
24	57	231	0	0
25	57	231	0	0
26	57	231	0	0
27	57	231	0	0
28	57	231	0	0
29	57	231	0	0
30	57	231	0	0
31	57	231	0	0
32	57	231	0	0
33	57	232	0	0
34	57	230	0	0
35	57	241	0	0
36	57	141	0	0
-27	56	0	0	0
-25	56	122	0	0
-24	56	122	0	0
-23	56	122	0	0
-22	56	123	0	0
-21	56	121	0	0
-20	56	129	0	0
-19	56	130	0	0
-18	56	99	0	0
-17	56	101	0	0
-16	56	109	0	0
-15	56	111	0	0
-14	56	106	0	0
-13	56	91	0	0
-12	56	84	0	0
-11	56	121	0	0
-10	56	126	0	0
-9	56	121	0	0
-8	56	126	0	0
-7	56	126	0	0
-6	56	129	0	0
-5	56	124	0	0
-4	56	122	0	0
-3	56	122	0	0
-2	56	122	0	0
-1	56	123	0	0
0	56	124	0	0
1	56	122	0	0
2	56	119	0	0
3	56	138	0	0
4	56	179	0	0
5	56	178	0	0
6	56	235	0	0
7	56	232	0	0
8	56	229	0	0
9	56	234	0	0
10	56	231	0	0
11	56	132	0	0
12	56	108	0	0
13	56	128	0	0
14	56	98	0	0
15	56	81	0	0
16	56	186	0	0
17	56	235	0	0
18	56	230	0	0
19	56	231	0	0
20	56	231	0	0
21	56	231	0	0
22	56	231	0	0
23	56	231	0	0
24	56	231	0	0
25	56	231	0	0
26	56	231	0	0
27	56	231	0	0
28	56	232	0	0
29	56	231	0	0
30	56	231	0	0
31	56	232	0	0
32	56	231	0	0
33	56	232	0	0
34	56	230	0	0
35	56	241	0	0
36	56	141	0	0
-27	55	0	0	0
-25	55	122	0	0
-24	55	122	0	0
-23	55	123	0	0
-22	55	121	0	0
-21	55	134	0	0
-20	55	114	0	0
-19	55	60	0	0
-18	55	105	0	0
-17	55	130	0	0
-16	55	127	0	0
-15	55	128	0	0
-14	55	128	0	0
-13	55	132	0	0
-12	55	89	0	0
-11	55	104	0	0
-10	55	133	0	0
-9	55	119	0	0
-8	55	135	0	0
-7	55	76	0	0
-6	55	100	0	0
-5	55	130	0	0
-4	55	121	0	0
-3	55	122	0	0
-2	55	122	0	0
-1	55	122	0	0
0	55	122	0	0
1	55	124	0	0
2	55	121	0	0
3	55	131	0	0
4	55	97	0	0
5	55	80	0	0
6	55	206	0	0
7	55	232	0	0
8	55	233	0	0
9	55	237	0	0
10	55	95	0	0
11	55	108	0	0
12	55	231	0	0
13	55	237	0	0
14	55	238	0	0
15	55	114	0	0
16	55	141	0	0
17	55	240	0	0
18	55	229	0	0
19	55	232	0	0
20	55	231	0	0
21	55	231	0	0
22	55	231	0	0
23	55	231	0	0
24	55	231	0	0
25	55	231	0	0
26	55	231	0	0
27	55	232	0	0
28	55	231	0	0
29	55	233	0	0
30	55	233	0	0
31	55	231	0	0
32	55	231	0	0
33	55	232	0	0
34	55	230	0	0
35	55	241	0	0
36	55	141	0	0
-27	54	0	0	0
-25	54	122	0	0
-24	54	122	0	0
-23	54	121	0	0
-22	54	129	0	0
-21	54	118	0	0
-20	54	38	0	0
-19	54	112	0	0
-18	54	138	0	0
-17	54	123	0	0
-16	54	122	0	0
-15	54	122	0	0
-14	54	122	0	0
-13	54	124	0	0
-12	54	136	0	0
-11	54	138	0	0
-10	54	122	0	0
-9	54	122	0	0
-8	54	137	0	0
-7	54	64	0	0
